name,sex,length
ဘသွင်,0,2
ဘဟန်,0,2
ဘဟိန်း,0,2
ဘအုံး,0,2
ဘအောင်,0,2
ဘအေး,0,2
ဘဦး,0,2
ဘို,0,1
ဘိုကေ,0,2
ဘိုကြော်,0,2
ဘိုကြီ,0,2
ဘိုကြီး,0,2
ဘိုခင်,0,2
ဘိုခြို,0,2
ဘိုစိန်,0,2
ဘိုစိုး,0,2
ဘိုဆန်း,0,2
ဘိုညွန့်,0,2
ဘိုဌေး,0,2
ဘိုတင်,0,2
ဘိုထွန်း,0,2
ဘိုနီ,0,2
ဘိုဘို,0,2
ဘိုဘိုဝင်း,0,3
ဘိုမောင်,0,2
ဘိုမြင့်,0,2
ဘိုရီ,0,2
ဘိုရွှေ,0,2
ဘိုလေး,0,2
ဘိုဝ,0,2
ဘိုဝင်း,0,2
ဘိုသင်း,0,2
ဘိုသန်း,0,2
ဘိုသိန်း,0,2
ဘိုသောင်း,0,2
ဘိုအောင်,0,2
ဘိုအေး,0,2
ဘုန်းခန့်သိန်း,0,3
ဘုန်းခိုင်ကြော်,0,3
ဘုန်းပြည့်ကြော်,0,3
ဘုန်းမြတ်,0,2
ဘုန်းမြတ်ခိုင်,0,3
မင်း,0,1
မင်းကို,0,2
မင်းကိုကို,0,3
မင်းကိုဦး,0,3
မင်းကြီ,0,2
မင်းခင်,0,2
မင်းခန့်,0,2
မင်းခန့်ကိုကို,0,4
မင်းခန့်ဇော်,0,3
မင်းခန့်ညီညီ,0,4
မင်းခိုင်,0,2
မင်းစိန်,0,2
မင်းစိုး,0,2
မင်းဆန်း,0,2
မင်းဆွေ,0,2
မင်းဆွေဦး,0,3
မင်းဇော်,0,2
မင်းဇော်ဦး,0,3
မင်းညို,0,2
မင်းညွန့်,0,2
မင်းတင်,0,2
မင်းထက်,0,2
မင်းထက်အောင်,0,3
မင်းထူး,0,2
မင်းထွန်း,0,2
မင်းဒင်,0,2
မင်းနိုင်,0,2
မင်းနိုင်ဦး,0,3
မင်းနေကြော်ဝင်း,0,4
မင်းနွယ်,0,2
မင်းနှောင်,0,2
မင်းမင်း,0,2
မင်းမင်းစိုး,0,3
မင်းမင်းဇော်,0,3
မင်းမင်းထွန်း,0,3
မင်းမင်းလက်,0,3
မင်းမင်းသိန်း,0,3
မင်းမင်းဦး,0,3
မင်းမောင်,0,2
မင်းမောင်မောင်မြိုး,0,4
မင်းမော်,0,2
မင်းမော်ကွန်း,0,3
မင်းရဲကြော်စွာ,0,4
မင်းလွင်,0,2
မင်းလွင်ဦး,0,3
မင်းလှိုင်,0,2
မင်းဝေ,0,2
မင်းသန့်,0,2
မင်းသန်း,0,2
မင်းသိန်း,0,2
မင်းသုတ,0,3
မင်းသူ,0,2
မင်းသော်,0,2
မင်းသွင်,0,2
မင်းဟန်,0,2
မင်းအောင်,0,2
မင်းဦး,0,2
မာ,0,1
မာတင်,0,2
မာဒင်,0,2
မာနော်,0,2
မိုး,0,1
မိုးကြော်,0,2
မိုးကြော်ထွန်း,0,3
မိုးကြော်လွင်,0,3
မိုးကြော်သူ,0,3
မိုးကြော်အောင်,0,3
မိုးကြော်ဦး,0,3
မိုးဆွေ,0,2
မိုးဇော်,0,2
မိုးဇော်ထွန်း,0,3
မိုးဇော်မြင့်,0,3
မိုးဇော်ဦး,0,3
မိုးညို,0,2
မိုးထက်ပူပြင်း,0,4
မိုးထက်မြင့်,0,3
မိုးနိုင်,0,2
မိုးမြင့်,0,2
မိုးမြင့်အောင်,0,3
မိုးလုံးဟိန်းခြုန်း,0,4
မိုးလွင်,0,2
မိုးလှိုင်,0,2
မိုးဝင်း,0,2
မိုးဝင်းမောင်,0,3
မိုးသူ,0,2
မိုးသောက်,0,2
မိုးဟန်,0,2
မိုးဟိန်း,0,2
မိုးအောင်,0,2
မိုးအောင်ရင်,0,3
မိုးဦး,0,2
မေအောင်,0,2
မောင်,0,1
မောင်ကလေး,0,3
မောင်ကို,0,2
မောင်ကောင်း,0,2
မောင်ကြော်,0,2
မောင်ကြော်သိန်း,0,3
မောင်ကြော်အေး,0,3
မောင်ကြီ,0,2
မောင်ကြန်း,0,2
မောင်ကြိုင်,0,2
မောင်ကြီး,0,2
မောင်ကြေ,0,2
မောင်ခင်,0,2
မောင်ခိုင်,0,2
မောင်ခြစ်,0,2
မောင်ခြန်း,0,2
မောင်ခြို,0,2
မောင်ခွေး,0,2
မောင်ငယ်,0,2
မောင်ငြိန်း,0,2
မောင်ငွေ,0,2
မောင်စိန်,0,2
မောင်စိုး,0,2
မောင်စော,0,2
မောင်ဆင့်,0,2
မောင်ဆန်း,0,2
မောင်ဆွေ,0,2
မောင်ဇော်,0,2
မောင်ညန်,0,2
မောင်ညို,0,2
မောင်ညီ,0,2
မောင်ညွန့်,0,2
မောင်ဌေး,0,2
မောင်တင်,0,2
မောင်တင့်,0,2
မောင်တိုး,0,2
မောင်ထူး,0,2
မောင်ထွန်း,0,2
မောင်ထွန်းကြော်,0,3
မောင်ထွေး,0,2
မောင်နိုင်,0,2
မောင်နီ,0,2
မောင်နု,0,2
မောင်ပူ,0,2
မောင်ပြုံး,0,2
မောင်ပြူ,0,2
မောင်ဖူး,0,2
မောင်ဖြူ,0,2
မောင်ဘို,0,2
မောင်မင်း,0,2
မောင်မောင်,0,2
မောင်မောင်ကို,0,3
မောင်မောင်ကြော်,0,3
မောင်မောင်ကြီ,0,3
မောင်မောင်ကြီး,0,3
မောင်မောင်ခင်,0,3
မောင်မောင်ခိုင်,0,3
မောင်မောင်ခြစ်,0,3
မောင်မောင်ခြို,0,3
မောင်မောင်စိန်,0,3
မောင်မောင်စိုး,0,3
မောင်မောင်ဆန်း,0,3
မောင်မောင်ဆွေ,0,3
မောင်မောင်ဇင်,0,3
မောင်မောင်ဇော်,0,3
မောင်မောင်ညွန့်,0,3
မောင်မောင်ဌေး,0,3
မောင်မောင်တင်,0,3
မောင်မောင်တင့်,0,3
မောင်မောင်တိုး,0,3
မောင်မောင်ထူး,0,3
မောင်မောင်ထွန်း,0,3
မောင်မောင်ထွေး,0,3
မောင်မောင်နိုင်,0,3
မောင်မောင်နီ,0,3
မောင်မောင်မြိုး,0,3
မောင်မောင်မြ,0,3
မောင်မောင်မြင့်,0,3
မောင်မောင်ရင်,0,3
မောင်မောင်ရီ,0,3
မောင်မောင်ရွှေ,0,3
မောင်မောင်လက်,0,3
မောင်မောင်လင်း,0,3
မောင်မောင်လေး,0,3
မောင်မောင်လွင်,0,3
မောင်မောင်လှ,0,3
မောင်မောင်လှိုင်,0,3
မောင်မောင်ဝင်း,0,3
မောင်မောင်သက်,0,3
မောင်မောင်သင်း,0,3
မောင်မောင်သန့်,0,3
မောင်မောင်သန်း,0,3
မောင်မောင်သာ,0,3
မောင်မောင်သိန်း,0,3
မောင်မောင်သောင်း,0,3
မောင်မောင်သွင်,0,3
မောင်မောင်ဟန်,0,3
မောင်မောင်အုံး,0,3
မောင်မောင်အောင်,0,3
မောင်မောင်အေး,0,3
မောင်မောင်ဦး,0,3
မောင်မော်,0,2
မောင်မြိုး,0,2
မောင်မြ,0,2
မောင်မြင့်,0,2
မောင်မြိုင်,0,2
မောင်ရင်,0,2
မောင်ရီ,0,2
မောင်ရွှေ,0,2
မောင်ရှင်း,0,2
မောင်ရှိန်း,0,2
မောင်လက်,0,2
မောင်လင်း,0,2
မောင်လုံး,0,2
မောင်လေး,0,2
မောင်လွင်,0,2
မောင်လှ,0,2
မောင်လှိုင်,0,2
မောင်ဝင်း,0,2
မောင်ဝိတ်,0,2
မောင်ဝေ,0,2
မောင်သင်း,0,2
မောင်သန်း,0,2
မောင်သိန်း,0,2
မောင်သောင်း,0,2
မောင်ဟန်,0,2
မောင်အုံး,0,2
မောင်အောင်,0,2
မောင်အေး,0,2
မောင်ဦး,0,2
မော်,0,1
မော်ကြီး,0,2
မော်မော်,0,2
မော်ဝင်း,0,2
မြိုး,0,1
မြိုးကိုကို,0,3
မြိုးကြော်,0,2
မြိုးကြော်အောင်,0,3
မြိုးကြီ,0,2
မြိုးကြီး,0,2
မြိုးကြွယ်,0,2
မြိုးခင်,0,2
မြိုးခိုင်,0,2
မြိုးခြစ်,0,2
မြိုးစိန်,0,2
မြိုးဆက်,0,2
မြိုးဆန်း,0,2
မြိုးဆွေ,0,2
မြိုးဇော်,0,2
မြိုးဇော်ထွန်း,0,3
မြိုးဇော်အောင်,0,3
မြိုးဇော်ဦး,0,3
မြိုးညွန့်,0,2
မြိုးညွန့်ဆွေ,0,3
မြိုးညွန့်အောင်,0,3
မြိုးတင်,0,2
မြိုးတင့်,0,2
မြိုးထက်,0,2
မြိုးထွန်း,0,2
မြိုးထွေး,0,2
မြိုးနိုင်,0,2
မြိုးနိုင်ဦး,0,3
မြိုးနှောင်,0,2
မြိုးမင်း,0,2
မြိုးမင်းခိုင်,0,3
မြိုးမင်းစိုး,0,3
မြိုးမင်းဇော်,0,3
မြိုးမင်းထက်,0,3
မြိုးမင်းထွန်း,0,3
မြိုးမင်းလက်,0,3
မြိုးမင်းသန့်,0,3
မြိုးမင်းသိန်း,0,3
မြိုးမင်းအောင်,0,3
မြိုးမင်းဦး,0,3
မြိုးမောင်,0,2
မြိုးမော်,0,2
မြိုးမြင့်,0,2
မြိုးမြင့်ခိုင်,0,3
မြိုးမြင့်ထွန်း,0,3
မြိုးမြင့်နိုင်,0,3
မြိုးမြင့်မောင်,0,3
မြိုးမြင့်လွင်,0,3
မြိုးမြင့်ဝင်း,0,3
မြိုးမြင့်သန်း,0,3
မြိုးမြင့်သိန်း,0,3
မြိုးမြင့်အောင်,0,3
မြိုးမြင့်ဦး,0,3
မြိုးမြတ်,0,2
မြိုးရွှေ,0,2
မြိုးလင်း,0,2
မြိုးလွင်,0,2
မြိုးလွင်ဦး,0,3
မြိုးလှ,0,2
မြိုးလှိုင်,0,2
မြိုးဝင်း,0,2
မြိုးဝင်းနိုင်,0,3
မြိုးဝင်းမြင့်,0,3
မြိုးဝင်းအောင်,0,3
မြိုးဝေ,0,2
မြိုးသက်,0,2
မြိုးသန့်,0,2
မြိုးသန့်ထွန်း,0,3
မြိုးသန့်ဝင်း,0,3
မြိုးသန်း,0,2
မြိုးသိန်း,0,2
မြိုးသီဟ,0,3
မြိုးသူ,0,2
မြိုးသူရ,0,3
မြိုးသော်,0,2
မြိုးသော်ဇင်,0,3
မြိုးသွင်,0,2
မြိုးဟန်,0,2
မြိုးဟိန်း,0,2
မြိုးအောင်,0,2
မြိုးအေး,0,2
မြိုးဦး,0,2
မြ,0,1
မြကြော်,0,2
မြကြိုင်,0,2
မြကြီး,0,2
မြကြွယ်,0,2
မြခင်,0,2
မြခိုင်,0,2
မြင့်,0,1
မြင့်ကို,0,2
မြင့်ကိုကို,0,3
မြင့်ကြော်,0,2
မြင့်ကြော်ဦး,0,3
မြင့်ကြီ,0,2
မြင့်ကြိုင်,0,2
မြင့်ကြူ,0,2
မြင့်ကြွယ်,0,2
မြင့်ခင်,0,2
မြင့်ခိုင်,0,2
မြင့်ခြို,0,2
မြင့်ငြိန်း,0,2
မြင့်ငွေ,0,2
မြင့်စိန်,0,2
မြင့်စိုး,0,2
မြင့်စိုးထွန်း,0,3
မြင့်စော,0,2
မြင့်ဆန်း,0,2
မြင့်ဆောင်,0,2
မြင့်ဆွေ,0,2
မြင့်ဆွေဦး,0,3
မြင့်ဇော်,0,2
မြင့်ဇော်ဦး,0,3
မြင့်ဌေး,0,2
မြင့်တင်,0,2
မြင့်ထူး,0,2
မြင့်ထွန်း,0,2
မြင့်ထွေး,0,2
မြင့်နိုင်,0,2
မြင့်နိုင်ဦး,0,3
မြင့်နွယ်,0,2
မြင့်ဖေ,0,2
မြင့်မောင်,0,2
မြင့်မောင်မောင်,0,3
မြင့်မော်,0,2
မြင့်ရီ,0,2
မြင့်ရွှေ,0,2
မြင့်ရှိန်း,0,2
မြင့်လေး,0,2
မြင့်လွင်,0,2
မြင့်လွင်ဦး,0,3
မြင့်လှိုင်,0,2
မြင့်ဝင်း,0,2
မြင့်ဝေ,0,2
မြင့်သန်း,0,2
မြင့်သန်းဦး,0,3
မြင့်သိန်း,0,2
မြင့်သိန်းထွန်း,0,3
မြင့်သိန်းနိုင်,0,3
မြင့်သိန်းလွင်,0,3
မြင့်သိန်းဦး,0,3
မြင့်သူ,0,2
မြင့်သောင်း,0,2
မြင့်သွင်,0,2
မြင့်ဟန်,0,2
မြင့်အုံး,0,2
မြင့်အောင်,0,2
မြင့်အေး,0,2
မြင့်ဦး,0,2
မြငြိန်း,0,2
မြငွေ,0,2
မြစိန်,0,2
မြစိုင်း,0,2
မြစိုး,0,2
မြဆန်း,0,2
မြဆောင်,0,2
မြဆွေ,0,2
မြဇင်,0,2
မြဇော်,0,2
မြညွန့်,0,2
မြဌေး,0,2
မြတင်,0,2
မြတ်ကို,0,2
မြတ်ကိုကို,0,3
မြတ်ကြော်,0,2
မြတ်ခင်,0,2
မြတ်ခိုင်,0,2
မြတ်ခြိုဝင်း,0,3
မြတ်ငြိန်း,0,2
မြတ်စိုး,0,2
မြတ်ဆန်း,0,2
မြတ်ဆွေ,0,2
မြတ်ဇော်,0,2
မြတ်ဌေး,0,2
မြတ်ထက်,0,2
မြတ်ထွန်း,0,2
မြတ်ထွန်းအောင်,0,3
မြတ်ထွေး,0,2
မြတ်နိုင်,0,2
မြတ်မင်း,0,2
မြတ်မိုး,0,2
မြတ်မောင်,0,2
မြတ်လင်း,0,2
မြတ်လွင်,0,2
မြတ်ဝင်း,0,2
မြတ်သင်းအောင်,0,3
မြတ်သန်း,0,2
မြတ်သိန်း,0,2
မြတ်သိန်းထွန်း,0,3
မြတ်သူ,0,2
မြတ်သူရ,0,3
မြတ်သူအောင်,0,3
မြတ်အောင်,0,2
မြတ်ဦး,0,2
မြထူး,0,2
မြထွန်း,0,2
မြထွန်းအောင်,0,3
မြထွေး,0,2
မြဒင်,0,2
မြဖေ,0,2
မြဘု,0,2
မြမင်း,0,2
မြမောင်,0,2
မြရွှေ,0,2
မြရှိန်း,0,2
မြလင်း,0,2
မြလွင်,0,2
မြလှိုင်,0,2
မြဝင်း,0,2
မြသန်း,0,2
မြသာ,0,2
မြသိန်း,0,2
မြသီး,0,2
မြသောင်း,0,2
မြသွင်,0,2
မြသွေး,0,2
မြဟန်,0,2
မြအုံး,0,2
မြအောင်,0,2
မြအေး,0,2
မြဦး,0,2
မြိုင်,0,1
မှူးသက်ပိုင်ကြော်,0,4
ရင်,0,1
ရင်ကြီ,0,2
ရင်စိန်,0,2
ရင်ထွေး,0,2
ရင်မောင်,0,2
ရင်အောင်,0,2
ရင်အေး,0,2
ရန်ကင်း,0,2
ရန်ကြီးအောင်,0,3
ရန်ခြန်းဝင်း,0,3
ရန်စိန်,0,2
ရန်နိုင်,0,2
ရန်နိုင်စိုး,0,3
ရန်နိုင်ထွန်း,0,3
ရန်နိုင်ဝင်း,0,3
ရန်နိုင်ဦး,0,3
ရန်နိုင်ဦး,0,3
ရန်နောင်ထွန်း,0,3
ရန်နှောင်စိုး,0,3
ရန်မြိုးအောင်,0,3
ရန်ရှင်း,0,2
ရန်လင်း,0,2
ရန်လင်းအောင်,0,3
ရန်ဝင်း,0,2
ရန်သိန်း,0,2
ရန်အောင်,0,2
ရန်အေး,0,2
ရီ,0,1
ရီစိန်,0,2
ရီမြင့်,0,2
ရီဝင်း,0,2
ရဲကိုကို,0,3
ရဲကောင်း,0,2
ရဲကြော်,0,2
ရဲကြော်သူ,0,3
ရဲစိန်,0,2
ရဲစိုး,0,2
ရဲဆွေ,0,2
ရဲညွန့်,0,2
ရဲတင့်,0,2
ရဲထက်,0,2
ရဲထက်ဝင်း,0,3
ရဲထက်အောင်,0,3
ရဲထွန်း,0,2
ရဲနိုင်,0,2
ရဲနိုင်ထွန်း,0,3
ရဲနိုင်ဝင်း,0,3
ရဲနှောင်,0,2
ရဲဘုန်းဟိန်း,0,3
ရဲမင်း,0,2
ရဲမင်းထွန်း,0,3
ရဲမင်းသိန်း,0,3
ရဲမောင်,0,2
ရဲမြင့်,0,2
ရဲမြင့်စိုး,0,3
ရဲမြင့်ဆွေ,0,3
ရဲမြင့်ထွန်း,0,3
ရဲမြင့်နိုင်,0,3
ရဲမြင့်မောင်,0,3
ရဲမြင့်အောင်,0,3
ရဲမြင့်ဦး,0,3
ရဲရွှေ,0,2
ရဲလင်း,0,2
ရဲလင်းကြော်,0,3
ရဲလင်းအောင်,0,3
ရဲလွင်,0,2
ရဲလွင်ဦး,0,3
ရဲဝင့်အောင်,0,3
ရဲဝင်း,0,2
ရဲဝင်းအောင်,0,3
ရဲသိန်း,0,2
ရဲအောင်,0,2
ရွှေ,0,1
ရွှေကို,0,2
ရွှေကြော်,0,2
ရွှေကြိုင်,0,2
ရွှေငြိန်း,0,2
ရွှေစိန်,0,2
ရွှေဇင်,0,2
ရွှေညွန့်,0,2
ရွှေဌေး,0,2
ရွှေတင်,0,2
ရွှေတိုး,0,2
ရွှေထူး,0,2
ရွှေထွန်း,0,2
ရွှေဒောင်း,0,2
ရွှေနီ,0,2
ရွှေပော်,0,2
ရွှေဘ,0,2
ရွှေဘော်,0,2
ရွှေမင်း,0,2
ရွှေမန်,0,2
ရွှေမန်း,0,2
ရွှေမိုး,0,2
ရွှေမောင်,0,2
ရွှေမြ,0,2
ရွှေမြင့်,0,2
ရွှေရ,0,2
ရွှေရင်,0,2
ရွှေလင်း,0,2
ရွှေလေး,0,2
ရွှေလှ,0,2
ရွှေလှိုင်,0,2
ရွှေဝင်း,0,2
ရွှေသန်း,0,2
ရွှေသာ,0,2
ရွှေသိန်း,0,2
ရွှေသီး,0,2
ရွှေသောင်း,0,2
ရွှေသွင်,0,2
ရွှေအုံး,0,2
ရွှေအောင်,0,2
ရွှေအေး,0,2
ရှိန်းထက်ဇော်,0,3
ရှိန်း,0,1
ရှိန်းမင်း,0,2
ရှိန်းမောင်,0,2
ရှိန်းဝင်း,0,2
ရှိုင်းဇေယြာထက်,0,4
ရှိုင်းထက်အောင်,0,3
လင်း,0,1
လင်းကြီ,0,2
လင်းဆက်ပိုင်,0,3
လင်းထက်ပိုင်,0,3
လင်းထက်အောင်,0,3
လင်းထင်,0,2
လင်းနိုင်,0,2
လင်းမြတ်ကို,0,3
လင်းလင်း,0,2
လင်းဝင်း,0,2
လင်းအောင်,0,2
လူခင်,0,2
လူတင်,0,2
လူပော်,0,2
လူမင်း,0,2
လူမော်,0,2
လူအေး,0,2
လေးခိုင်,0,2
လေးတင်,0,2
လေးနိုင်,0,2
လေးဖြိုး,0,2
လေးမောင်,0,2
လေးမြင့်,0,2
လေးလွင်,0,2
လေးဝင်း,0,2
လေးအောင်,0,2
လွင်,0,1
လွင်ကြီ,0,2
လွင်စိန်,0,2
လွင်မြင့်,0,2
လွင်အောင်,0,2
လွင်ဦး,0,2
လွင်ဦး,0,2
လှ,0,1
လှကို,0,2
လှကြော်,0,2
လှကြီ,0,2
လှကြိုင်,0,2
လှကြီး,0,2
လှကြူ,0,2
လှကြွယ်,0,2
လှခင်,0,2
လှခိုင်,0,2
လှခြစ်,0,2
လှခြို,0,2
လှငြိန်း,0,2
လှငွေ,0,2
လှစိန်,0,2
လှစိုင်း,0,2
လှစိုး,0,2
လှဆင့်,0,2
လှဆန်း,0,2
လှဆောင်,0,2
လှဆွေ,0,2
လှညို,0,2
လှညွန့်,0,2
လှဌေး,0,2
လှတင်,0,2
လှတင့်,0,2
လှတိုး,0,2
လှထက်,0,2
လှထူး,0,2
လှထွန်း,0,2
လှထွန်းအောင်,0,3
လှထွန်းဦး,0,3
လှထွေး,0,2
လှဒင်,0,2
လှဒောင်း,0,2
လှနိုင်,0,2
လှနွယ်,0,2
လှပို,0,2
လှပော်,0,2
လှပြို,0,2
လှဖုန်း,0,2
လှဖေ,0,2
လှဖြိုး,0,2
လှဘော်,0,2
လှမင်း,0,2
လှမိုး,0,2
လှမိုးအောင်,0,3
လှမောင်,0,2
လှမောင်သန်း,0,3
လှမောင်သိန်း,0,3
လှမော်,0,2
လှမြိုး,0,2
လှမြိုးအောင်,0,3
လှမြင့်,0,2
လှမြင့်စိုး,0,3
လှမြင့်မောင်,0,3
လှမြင့်သိန်း,0,3
လှမြင့်အောင်,0,3
လှမြင့်ဦး,0,3
လှမြိုင်,0,2
လှရင်,0,2
လှရီ,0,2
လှရွှေ,0,2
လှရှိန်း,0,2
လှလေး,0,2
လှဝင်း,0,2
လှဝင်းဌေး,0,3
လှဝင်းအောင်,0,3
လှဝေ,0,2
လှသင်း,0,2
လှသန်း,0,2
လှသိန်း,0,2
လှသိန်းထွန်း,0,3
လှသောင်း,0,2
လှသော်,0,2
လှသွင်,0,2
လှဟန်,0,2
လှအုံး,0,2
လှအောင်,0,2
လှအေး,0,2
လှဦး,0,2
လှိုင်,0,1
လှိုင်ကြီ,0,2
လှိုင်ထွန်း,0,2
လှိုင်ဘွ,0,2
လှိုင်မင်းထွန်း,0,3
လှိုင်မြင့်,0,2
လှိုင်မြင့်ဆန်း,0,3
လှိုင်ဝင်း,0,2
လှိုင်အုံး,0,2
လှိုင်အေး,0,2
လှိုင်ဦး,0,2
ဝင်း,0,1
ဝင်းကို,0,2
ဝင်းကိုကို,0,3
ဝင်းကြော်,0,2
ဝင်းကြော်စိုး,0,3
ဝင်းကြီ,0,2
ဝင်းကြိုင်,0,2
ဝင်းကြူ,0,2
ဝင်းခင်,0,2
ဝင်းခိုင်,0,2
ဝင်းခြို,0,2
ဝင်းငွေ,0,2
ဝင်းစိန်,0,2
ဝင်းစိုး,0,2
ဝင်းဆင့်,0,2
ဝင်းဆန်း,0,2
ဝင်းဆောင်,0,2
ဝင်းဆွေ,0,2
ဝင်းဆွေဦး,0,3
ဝင်းဇော်,0,2
ဝင်းဇော်ထွန်း,0,3
ဝင်းဇော်မိုး,0,3
ဝင်းဇော်အောင်,0,3
ဝင်းဇော်ဦး,0,3
ဝင်းညွန့်,0,2
ဝင်းညွန့်ဦး,0,3
ဝင်းဌေး,0,2
ဝင်းတင်,0,2
ဝင်းတင့်,0,2
ဝင်းထက်,0,2
ဝင်းထက်အောင်,0,3
ဝင်းထိန်,0,2
ဝင်းထိုက်,0,2
ဝင်းထူး,0,2
ဝင်းထွဋ်ဝင်း,0,3
ဝင်းထွန်း,0,2
ဝင်းထွေး,0,2
ဝင်းနိုင်,0,2
ဝင်းနိုင်စိုး,0,3
ဝင်းနိုင်ဇော်,0,3
ဝင်းနိုင်ထွန်း,0,3
ဝင်းနိုင်သန့်,0,3
ဝင်းနိုင်ဦး,0,3
ဝင်းနှောင်,0,2
ဝင်းဖေ,0,2
ဝင်းဘို,0,2
ဝင်းမင်း,0,2
ဝင်းမင်းထွန်း,0,3
ဝင်းမောင်,0,2
ဝင်းမောင်မောင်,0,3
ဝင်းမော်,0,2
ဝင်းမြ,0,2
ဝင်းမြင့်,0,2
ဝင်းမြင့်ဇော်,0,3
ဝင်းမြင့်ထွန်း,0,3
ဝင်းမြင့်မောင်,0,3
ဝင်းမြင့်သန်း,0,3
ဝင်းမြင့်သိန်း,0,3
ဝင်းမြင့်အောင်,0,3
ဝင်းမြင့်ဦး,0,3
ဝင်းမြိုင်,0,2
ဝင်းရီ,0,2
ဝင်းရွှေ,0,2
ဝင်းရှိန်း,0,2
ဝင်းလက်,0,2
ဝင်းလွင်,0,2
ဝင်းလွင်ဦး,0,3
ဝင်းလှိုင်,0,2
ဝင်းသင်း,0,2
ဝင်းသန်း,0,2
ဝင်းသိန်း,0,2
ဝင်းသီ,0,2
ဝင်းသူ,0,2
ဝင်းသောင်း,0,2
ဝင်းသွင်,0,2
ဝင်းဟန်,0,2
ဝင်းဟိန်း,0,2
ဝင်းအောင်,0,2
ဝင်းအောင်ကြော်,0,3
ဝင်းအေး,0,2
ဝင်းဦး,0,2
ဝသန်ထင်လင်း,0,4
ဝေ,0,1
ဝေဇင်,0,2
ဝေဖြိုး,0,2
ဝေမင်း,0,2
ဝေမြင့်,0,2
ဝေယံ,0,2
ဝေယံထွန်း,0,3
ဝေယံမိုးမြင့်,0,4
ဝေယံအောင်,0,3
ဝေလင်း,0,2
ဝေလင်းအောင်,0,3
ဝေလွင်,0,2
သက်,0,1
သက်ခိုင်,0,2
သက်စိုး,0,2
သက်ဆွေ,0,2
သက်ဇင်,0,2
သက်ဇော်,0,2
သက်ညွန့်,0,2
သက်တင်,0,2
သက်ထွန်း,0,2
သက်ထွန်းအောင်,0,3
သက်ထွန်းဦး,0,3
သက်နိုင်,0,2
သက်နိုင်စိုး,0,3
သက်နိုင်ထွန်း,0,3
သက်နိုင်ဝင်း,0,3
သက်နိုင်ဦး,0,3
သက်နှောင်,0,2
သက်မင်း,0,2
သက်မောင်,0,2
သက်မော်,0,2
သက်မြင့်,0,2
သက်ရှီ,0,2
သက်လင်း,0,2
သက်လွင်,0,2
သက်လွင်ဦး,0,3
သက်လှိုင်,0,2
သက်ဝင်း,0,2
သက်ဝင်းလှိုင်,0,3
သက်ဝေ,0,2
သက်ဝေယံ,0,3
သက်အောင်,0,2
သက်ဦး,0,2
သင်း,0,1
သင်းမောင်,0,2
သင်းလှိုင်,0,2
သင်းအောင်,0,2
သန့်ဇင်,0,2
သန့်ဇင်ထွန်း,0,3
သန့်ဇင်ဝင်း,0,3
သန့်ဇင်အောင်,0,3
သန့်,0,1
သန့်ဆင်,0,2
သန့်ဇင်,0,2
သန့်ဇင်ကြော်,0,3
သန့်ဇင်ထွန်း,0,3
သန့်ဇင်အောင်,0,3
သန့်ဇင်ဦး,0,3
သန့်ဇော်,0,2
သန့်ဇော်ရွှေ,0,3
သန့်ဇော်ဦး,0,3
သန့်လွင်,0,2
သန်း,0,1
သန်းကို,0,2
သန်းကိုကို,0,3
သန်းကြော်,0,2
သန်းကြော်ဌေး,0,3
သန်းကြော်ဦး,0,3
သန်းကြိုင်,0,2
သန်းကြွယ်,0,2
သန်းခင်,0,2
သန်းခြစ်,0,2
သန်းခြောင်း,0,2
သန်းငြိန်း,0,2
သန်းငွေ,0,2
သန်းစိန်,0,2
သန်းစိုင်း,0,2
သန်းစိုး,0,2
သန်းစိုးဦး,0,3
သန်းစော,0,2
သန်းဆုနိုင်,0,3
သန်းဆောင်,0,2
သန်းဆွေ,0,2
သန်းဆွေဦး,0,3
သန်းဇင်,0,2
သန်းဇော်,0,2
သန်းဇော်ထွန်း,0,3
သန်းဇော်ဝင်း,0,3
သန်းဇော်ဦး,0,3
သန်းညွန့်,0,2
သန်းဌေး,0,2
သန်းဌေးလွင်,0,3
သန်းဌေးအောင်,0,3
သန်းတင်,0,2
သန်းတင့်,0,2
သန်းတိုး,0,2
သန်းထက်,0,2
သန်းထက်အောင်,0,3
သန်းထက်ဦး,0,3
သန်းထိုက်,0,2
သန်းထိုက်စိုး,0,3
သန်းထိုက်အောင်,0,3
သန်းထိုက်ဦး,0,3
သန်းထူး,0,2
သန်းထွန်း,0,2
သန်းထွန်းလေး,0,3
သန်းထွန်းဝင်း,0,3
သန်းထွန်းအောင်,0,3
သန်းထွန်းအေး,0,3
သန်းထွန်းဦး,0,3
သန်းထွေး,0,2
သန်းဒိုင်,0,2
သန်းနိုင်,0,2
သန်းနိုင်ထွန်း,0,3
သန်းနိုင်ဝင်း,0,3
သန်းနိုင်အောင်,0,3
သန်းနိုင်ဦး,0,3
သန်းနွယ်,0,2
သန်းပို,0,2
သန်းဖေ,0,2
သန်းမင်း,0,2
သန်းမောင်,0,2
သန်းမြ,0,2
သန်းမြင့်,0,2
သန်းမြင့်ဦး,0,3
သန်းမြိုင်,0,2
သန်းရီ,0,2
သန်းရွှေ,0,2
သန်းရှိန်း,0,2
သန်းလင်း,0,2
သန်းလုံး,0,2
သန်းလေး,0,2
သန်းလွင်,0,2
